User_ID,User_Type,Department,Region,Platform_Source,App_Installed,First_Login_Completed,Days_Since_Last_Activity,Registered_for_Event,Event_Type,Event_Mode,Newsletter_Subscribed,Saved_Event_Count,Feedback_Rating,Course_Completed,Time_Spent_Total_Minutes
ECL108841,Student,Polytechnic,North,Email,1,0,53,0,FDP,Offline,0,6,1,0,243
ECL108842,Student,Arts,North,Email,0,1,51,1,Hackathon,Offline,0,3,4,1,303
ECL108843,Entrepreneur,Engineering,Central,Instagram,1,1,32,0,Webinar,Offline,0,0,5,0,308
ECL108844,Professional,Law,South,ACE Website,1,0,53,1,Webinar,Offline,0,5,4,0,29
ECL108845,Faculty,Law,West,Email,1,0,17,1,FDP,Online,0,7,2,1,227
ECL108846,Entrepreneur,Polytechnic,North,LinkedIn,1,1,6,0,Conference,Offline,0,9,4,0,397
ECL108847,Student,Science,North,Instagram,0,1,76,1,FDP,Offline,0,1,1,0,462
ECL108848,Student,Arts,South,LinkedIn,1,0,77,0,Hackathon,Offline,0,5,1,0,272
ECL108849,Faculty,Engineering,East,LinkedIn,1,1,85,0,STTP,Hybrid,0,3,2,1,204
ECL108850,Student,Science,Central,YouTube,1,1,75,0,FDP,Online,0,9,5,0,233
ECL108851,Entrepreneur,Polytechnic,West,LinkedIn,1,1,42,0,FDP,Offline,0,9,5,0,141
ECL108852,Student,Medical,East,YouTube,1,1,85,1,FDP,Online,1,0,5,0,155
ECL108853,Entrepreneur,Engineering,West,WhatsApp,1,1,38,1,STTP,Hybrid,0,1,3,1,429
ECL108854,Entrepreneur,Science,Central,ACE Website,0,0,7,0,FDP,Hybrid,0,2,5,0,289
ECL108855,Student,Engineering,North,LinkedIn,1,1,45,0,Workshop,Offline,0,2,3,1,118
ECL108856,Entrepreneur,Commerce,West,Email,1,0,50,1,Workshop,Online,0,6,2,0,177
ECL108857,Entrepreneur,Commerce,South,ACE Website,1,1,27,1,Hackathon,Hybrid,1,5,1,0,176
ECL108858,Student,Polytechnic,North,YouTube,1,1,72,1,Webinar,Offline,1,0,4,0,310
ECL108859,Faculty,Science,Central,LinkedIn,0,0,66,0,FDP,Offline,0,3,5,0,335
ECL108860,Student,Commerce,Central,Instagram,0,0,14,1,Workshop,Online,1,3,5,0,480
ECL108861,Faculty,Law,Central,WhatsApp,0,0,6,0,Workshop,Hybrid,0,7,4,0,38
ECL108862,Faculty,Medical,South,ACE Website,1,0,77,0,Hackathon,Offline,0,4,3,0,92
ECL108863,Professional,Commerce,East,Instagram,0,1,39,0,Webinar,Online,1,2,1,0,371
ECL108864,Faculty,Arts,East,Email,1,0,35,0,STTP,Online,0,5,4,0,233
ECL108865,Faculty,Commerce,East,Email,1,1,42,0,Workshop,Offline,0,8,2,1,166
ECL108866,Student,Science,Central,LinkedIn,1,0,25,0,Workshop,Offline,0,0,4,0,400
ECL108867,Student,Commerce,West,LinkedIn,0,0,48,0,Conference,Offline,0,7,2,0,182
ECL108868,Faculty,Commerce,North,YouTube,1,1,47,1,STTP,Offline,0,0,2,0,360
ECL108869,Professional,Arts,North,WhatsApp,1,1,18,1,Conference,Offline,0,1,4,0,64
ECL108870,Student,Medical,Central,WhatsApp,1,0,38,0,Hackathon,Offline,0,0,5,1,380
ECL108871,Professional,Polytechnic,Central,ACE Website,1,0,71,0,Webinar,Offline,0,5,4,0,196
ECL108872,Entrepreneur,Law,Central,WhatsApp,1,1,14,0,STTP,Offline,1,4,3,1,14
ECL108873,Student,Arts,Central,LinkedIn,1,1,68,1,FDP,Hybrid,0,5,3,0,331
ECL108874,Entrepreneur,Arts,North,LinkedIn,0,1,61,1,Conference,Hybrid,0,2,5,0,404
ECL108875,Entrepreneur,Science,South,Email,0,1,6,0,Hackathon,Offline,1,6,4,0,337
ECL108876,Faculty,Arts,East,ACE Website,1,0,36,0,FDP,Hybrid,0,1,5,1,144
ECL108877,Entrepreneur,Engineering,West,Email,1,1,40,0,STTP,Online,1,3,3,0,285
ECL108878,Professional,Science,South,Email,0,1,27,0,Conference,Online,0,5,2,0,197
ECL108879,Professional,Science,South,Email,1,1,19,0,Workshop,Offline,1,9,5,1,64
ECL108880,Student,Engineering,East,Instagram,1,1,1,0,Webinar,Hybrid,1,7,5,0,384
ECL108881,Professional,Arts,East,WhatsApp,1,0,75,0,STTP,Online,0,5,2,1,494
ECL108882,Faculty,Commerce,Central,YouTube,1,0,75,1,Hackathon,Hybrid,0,6,1,0,442
ECL108883,Faculty,Commerce,Central,WhatsApp,0,1,74,1,FDP,Online,0,5,1,0,438
ECL108884,Professional,Arts,South,YouTube,1,1,66,0,Hackathon,Hybrid,1,7,3,1,264
ECL108885,Faculty,Commerce,Central,Instagram,1,0,77,0,Hackathon,Offline,0,9,5,1,469
ECL108886,Professional,Engineering,South,ACE Website,1,1,35,1,FDP,Online,0,2,1,1,42
ECL108887,Student,Medical,East,Instagram,0,0,11,0,FDP,Hybrid,0,5,3,0,161
ECL108888,Entrepreneur,Law,North,WhatsApp,1,0,49,1,Workshop,Hybrid,0,9,4,0,90
ECL108889,Entrepreneur,Commerce,West,WhatsApp,1,0,75,1,Webinar,Offline,0,6,2,0,102
ECL108890,Student,Law,South,YouTube,0,1,24,0,FDP,Online,1,5,3,0,405
ECL108891,Faculty,Law,Central,YouTube,0,1,33,0,STTP,Offline,1,9,3,0,180
ECL108892,Faculty,Medical,North,LinkedIn,1,1,59,1,Workshop,Offline,0,4,1,0,192
ECL108893,Professional,Arts,Central,LinkedIn,1,1,50,1,Webinar,Hybrid,1,3,1,1,432
ECL108894,Professional,Polytechnic,North,Instagram,0,0,60,0,STTP,Hybrid,0,1,3,0,26
ECL108895,Faculty,Commerce,North,Instagram,0,0,17,1,FDP,Hybrid,1,6,3,1,153
ECL108896,Student,Arts,South,WhatsApp,1,0,57,0,Workshop,Offline,0,8,1,0,16
ECL108897,Professional,Medical,North,ACE Website,0,1,57,1,Workshop,Hybrid,0,7,4,0,489
ECL108898,Faculty,Medical,North,Email,0,1,65,0,FDP,Offline,0,3,2,0,16
ECL108899,Faculty,Polytechnic,East,LinkedIn,1,0,29,1,FDP,Hybrid,1,4,3,1,498
ECL108900,Professional,Arts,North,Instagram,1,0,10,1,STTP,Hybrid,0,9,5,0,427
ECL108901,Faculty,Polytechnic,South,Instagram,1,1,78,1,Hackathon,Hybrid,1,2,3,1,308
ECL108902,Professional,Law,North,Email,1,1,29,1,Webinar,Hybrid,0,5,5,1,413
ECL108903,Professional,Polytechnic,North,LinkedIn,1,1,77,1,Workshop,Offline,0,6,4,1,141
ECL108904,Entrepreneur,Polytechnic,Central,ACE Website,1,1,67,0,STTP,Hybrid,1,7,2,1,443
ECL108905,Professional,Engineering,Central,Instagram,1,1,19,1,Webinar,Online,1,3,1,0,390
ECL108906,Entrepreneur,Commerce,East,ACE Website,0,1,6,1,Webinar,Online,0,1,5,0,375
ECL108907,Professional,Arts,West,Email,1,1,81,0,FDP,Hybrid,0,6,3,1,131
ECL108908,Faculty,Science,Central,Instagram,1,1,25,0,Conference,Online,1,3,5,0,331
ECL108909,Student,Arts,West,Email,0,1,37,1,Workshop,Online,1,1,4,1,199
ECL108910,Entrepreneur,Law,East,Instagram,1,1,43,0,Conference,Hybrid,0,7,4,0,130
ECL108911,Professional,Polytechnic,West,ACE Website,1,0,83,1,STTP,Offline,0,5,4,1,211
ECL108912,Entrepreneur,Commerce,South,ACE Website,1,0,43,0,Webinar,Offline,1,3,2,0,445
ECL108913,Student,Engineering,East,Email,0,1,22,1,Conference,Online,1,4,5,0,348
ECL108914,Professional,Engineering,South,ACE Website,0,0,42,1,Webinar,Offline,1,8,2,1,452
ECL108915,Entrepreneur,Science,West,LinkedIn,1,1,51,1,Webinar,Offline,0,0,4,0,378
ECL108916,Student,Medical,East,WhatsApp,1,1,83,1,STTP,Hybrid,0,5,5,0,156
ECL108917,Faculty,Science,West,Instagram,0,0,52,1,STTP,Hybrid,0,2,3,0,255
ECL108918,Faculty,Medical,North,Email,1,0,74,1,STTP,Hybrid,0,0,2,1,355
ECL108919,Student,Science,North,YouTube,1,0,59,0,FDP,Online,0,2,5,1,334
ECL108920,Professional,Engineering,East,LinkedIn,0,0,8,0,FDP,Online,0,2,1,0,487
ECL108921,Student,Law,North,LinkedIn,0,1,72,0,Workshop,Hybrid,0,8,5,1,22
ECL108922,Professional,Arts,South,LinkedIn,1,1,41,0,Hackathon,Offline,0,5,5,0,151
ECL108923,Professional,Arts,North,WhatsApp,1,1,7,0,FDP,Online,0,2,3,0,204
ECL108924,Faculty,Commerce,Central,ACE Website,0,1,84,1,Webinar,Online,0,3,1,0,165
ECL108925,Entrepreneur,Science,North,Instagram,1,1,7,0,Webinar,Online,0,8,5,0,356
ECL108926,Student,Science,North,YouTube,1,1,55,1,Webinar,Online,1,5,4,0,37
ECL108927,Entrepreneur,Engineering,North,Instagram,1,1,71,1,STTP,Online,1,4,3,0,83
ECL108928,Professional,Commerce,East,LinkedIn,1,0,81,1,STTP,Offline,0,0,2,0,42
ECL108929,Entrepreneur,Commerce,Central,ACE Website,1,1,0,0,Hackathon,Hybrid,1,0,5,0,255
ECL108930,Entrepreneur,Commerce,East,Email,0,1,65,0,Workshop,Offline,0,3,3,1,325
ECL108931,Professional,Polytechnic,South,Instagram,0,0,5,1,STTP,Offline,0,8,2,0,454
ECL108932,Faculty,Engineering,South,Email,1,0,9,0,Conference,Hybrid,1,3,1,0,101
ECL108933,Student,Polytechnic,East,WhatsApp,0,1,54,1,Workshop,Offline,0,2,4,1,271
ECL108934,Professional,Commerce,West,WhatsApp,1,0,52,1,Conference,Hybrid,0,8,3,1,396
ECL108935,Entrepreneur,Medical,West,ACE Website,1,0,75,1,Hackathon,Online,0,1,5,0,115
ECL108936,Faculty,Arts,East,LinkedIn,1,0,83,0,Hackathon,Online,0,2,2,1,440
ECL108937,Professional,Arts,West,Email,1,1,4,0,Webinar,Online,0,8,2,0,367
ECL108938,Professional,Medical,South,ACE Website,1,0,50,0,Hackathon,Online,0,3,2,0,115
ECL108939,Entrepreneur,Polytechnic,West,Email,1,0,27,0,FDP,Hybrid,1,8,5,0,352
ECL108940,Faculty,Arts,East,WhatsApp,0,1,47,0,FDP,Hybrid,1,5,2,0,62
ECL108941,Entrepreneur,Commerce,East,Email,1,1,2,1,Webinar,Hybrid,0,0,3,1,287
ECL108942,Entrepreneur,Arts,North,ACE Website,0,0,32,1,FDP,Hybrid,1,7,2,1,291
ECL108943,Professional,Science,North,YouTube,1,1,44,0,Hackathon,Offline,0,0,2,1,351
ECL108944,Student,Arts,East,ACE Website,0,0,47,0,Webinar,Hybrid,1,9,1,0,432
ECL108945,Faculty,Engineering,South,Instagram,1,1,45,0,STTP,Hybrid,0,8,5,1,265
ECL108946,Professional,Law,East,Email,1,1,12,1,Hackathon,Offline,0,4,3,0,185
ECL108947,Professional,Commerce,East,WhatsApp,1,0,7,0,STTP,Hybrid,1,8,2,0,221
ECL108948,Faculty,Law,North,YouTube,1,1,27,0,Workshop,Offline,0,5,5,0,120
ECL108949,Student,Commerce,Central,YouTube,1,1,58,0,Hackathon,Offline,0,5,2,0,270
ECL108950,Faculty,Polytechnic,North,ACE Website,1,1,39,0,FDP,Offline,0,0,2,1,481
ECL108951,Student,Law,North,YouTube,1,1,74,1,STTP,Online,1,6,5,0,75
ECL108952,Professional,Arts,Central,ACE Website,1,1,57,0,Hackathon,Online,0,6,3,1,400
ECL108953,Professional,Medical,West,YouTube,1,1,61,1,Workshop,Offline,0,5,5,1,26
ECL108954,Professional,Medical,Central,ACE Website,1,1,34,0,Webinar,Hybrid,0,3,4,1,245
ECL108955,Entrepreneur,Engineering,West,Instagram,1,0,25,1,Webinar,Hybrid,0,1,1,1,264
ECL108956,Professional,Medical,North,Email,0,1,72,0,Webinar,Offline,0,6,2,0,389
ECL108957,Professional,Science,North,WhatsApp,1,0,21,0,Workshop,Hybrid,1,4,5,0,183
ECL108958,Student,Commerce,North,Email,1,1,88,0,Hackathon,Online,0,7,3,1,218
ECL108959,Faculty,Arts,Central,YouTube,1,0,0,0,STTP,Offline,0,5,5,1,327
ECL108960,Professional,Law,South,WhatsApp,1,1,71,1,Conference,Hybrid,1,3,5,0,487
ECL108961,Student,Arts,West,LinkedIn,0,1,65,1,FDP,Hybrid,0,1,3,1,108
ECL108962,Entrepreneur,Law,West,ACE Website,1,1,47,1,STTP,Offline,0,2,2,1,391
ECL108963,Entrepreneur,Medical,East,ACE Website,1,0,56,1,Hackathon,Hybrid,0,8,5,1,228
ECL108964,Entrepreneur,Medical,Central,Email,1,1,22,1,FDP,Offline,0,3,1,0,423
ECL108965,Entrepreneur,Commerce,Central,Email,0,1,87,0,Conference,Offline,0,3,5,1,370
ECL108966,Professional,Polytechnic,Central,WhatsApp,1,0,69,1,Workshop,Online,0,1,5,1,363
ECL108967,Entrepreneur,Engineering,East,ACE Website,1,1,64,0,FDP,Online,0,2,3,0,100
ECL108968,Student,Medical,West,Instagram,1,1,85,1,Conference,Online,1,7,5,0,235
ECL108969,Student,Medical,North,WhatsApp,1,1,9,0,Workshop,Online,0,3,2,1,251
ECL108970,Professional,Science,East,ACE Website,1,1,11,1,STTP,Online,0,1,5,1,272
ECL108971,Entrepreneur,Law,North,ACE Website,0,1,57,1,Webinar,Offline,0,0,3,1,497
ECL108972,Student,Engineering,Central,Instagram,1,0,29,0,Webinar,Online,0,7,1,0,293
ECL108973,Professional,Medical,East,Email,0,1,12,1,Webinar,Hybrid,1,5,4,1,273
ECL108974,Student,Law,South,Instagram,1,0,22,1,STTP,Offline,0,7,2,1,102
ECL108975,Entrepreneur,Polytechnic,Central,LinkedIn,1,1,73,1,Workshop,Offline,0,5,3,0,446
ECL108976,Professional,Medical,South,ACE Website,0,1,71,1,Workshop,Offline,0,5,5,0,273
ECL108977,Student,Engineering,East,ACE Website,1,0,70,1,FDP,Online,0,9,1,0,455
ECL108978,Professional,Medical,North,Instagram,1,0,77,0,Hackathon,Hybrid,0,5,4,0,52
ECL108979,Entrepreneur,Polytechnic,East,WhatsApp,1,0,17,0,Workshop,Online,0,3,3,0,200
ECL108980,Student,Polytechnic,North,LinkedIn,1,1,43,1,Webinar,Offline,0,0,1,0,314
ECL108981,Student,Engineering,East,YouTube,1,1,85,0,Conference,Offline,0,0,5,1,488
ECL108982,Faculty,Commerce,Central,WhatsApp,0,0,41,1,Hackathon,Online,0,0,1,0,151
ECL108983,Faculty,Science,West,Email,1,1,31,1,FDP,Online,0,4,2,0,113
ECL108984,Professional,Medical,North,YouTube,1,1,15,1,Workshop,Offline,0,4,5,0,335
ECL108985,Student,Commerce,North,Email,1,1,22,1,Webinar,Online,0,1,4,0,235
ECL108986,Entrepreneur,Law,South,Instagram,1,1,50,1,Hackathon,Hybrid,0,8,4,1,77
ECL108987,Faculty,Commerce,North,LinkedIn,0,1,72,0,Hackathon,Online,0,4,1,0,479
ECL108988,Professional,Science,Central,LinkedIn,1,1,26,1,Hackathon,Online,1,8,2,1,191
ECL108989,Faculty,Law,West,WhatsApp,1,1,72,0,STTP,Online,0,2,4,1,181
ECL108990,Student,Science,Central,LinkedIn,0,0,21,0,STTP,Online,0,3,1,0,371
ECL108991,Student,Engineering,North,WhatsApp,1,1,1,1,Hackathon,Offline,1,6,3,1,65
ECL108992,Entrepreneur,Commerce,West,ACE Website,0,1,53,0,Conference,Online,0,6,3,0,172
ECL108993,Entrepreneur,Law,North,Instagram,1,1,26,1,Workshop,Hybrid,0,2,2,1,151
ECL108994,Entrepreneur,Arts,East,LinkedIn,1,0,21,1,FDP,Offline,1,9,2,1,300
ECL108995,Entrepreneur,Law,North,YouTube,1,1,63,1,STTP,Offline,0,5,2,1,216
ECL108996,Student,Engineering,North,Instagram,1,0,62,1,Hackathon,Offline,0,8,1,0,288
ECL108997,Student,Arts,North,ACE Website,0,0,79,0,Workshop,Online,0,8,3,0,358
ECL108998,Student,Polytechnic,West,LinkedIn,0,1,64,1,FDP,Offline,0,8,5,0,448
ECL108999,Student,Commerce,West,ACE Website,0,1,63,1,FDP,Online,0,5,4,0,493
ECL109000,Faculty,Medical,Central,Email,1,1,45,1,Workshop,Offline,1,6,2,0,314
ECL109001,Professional,Science,North,WhatsApp,1,0,54,1,Hackathon,Offline,0,9,1,0,113
ECL109002,Entrepreneur,Polytechnic,North,Instagram,1,0,27,0,STTP,Hybrid,0,3,4,0,493
ECL109003,Faculty,Engineering,South,YouTube,1,1,85,0,Workshop,Online,0,6,5,0,85
ECL109004,Faculty,Arts,West,Email,1,1,59,0,Conference,Offline,0,5,1,1,455
ECL109005,Professional,Medical,East,WhatsApp,0,1,84,0,Conference,Hybrid,0,5,2,0,469
ECL109006,Entrepreneur,Engineering,North,YouTube,1,0,26,0,Workshop,Hybrid,0,3,2,1,138
ECL109007,Professional,Engineering,North,YouTube,0,1,73,1,Conference,Online,0,1,3,0,292
ECL109008,Faculty,Medical,Central,LinkedIn,0,1,13,0,Conference,Online,1,4,1,1,448
ECL109009,Entrepreneur,Science,West,WhatsApp,0,1,52,0,FDP,Hybrid,0,2,3,0,459
ECL109010,Student,Law,Central,Email,1,0,1,1,FDP,Offline,0,3,3,0,403
ECL109011,Professional,Polytechnic,Central,Instagram,1,0,62,1,Hackathon,Hybrid,0,6,3,0,433
ECL109012,Entrepreneur,Engineering,North,LinkedIn,1,0,81,1,Conference,Online,1,4,5,1,306
ECL109013,Entrepreneur,Law,South,Instagram,1,1,86,0,Conference,Offline,0,9,4,0,155
ECL109014,Entrepreneur,Law,South,Instagram,1,0,29,0,Workshop,Online,0,7,5,0,356
ECL109015,Entrepreneur,Engineering,North,Instagram,0,0,0,0,FDP,Online,1,9,2,1,111
ECL109016,Professional,Science,Central,YouTube,1,1,37,1,Workshop,Online,1,9,3,1,340
ECL109017,Professional,Engineering,West,Email,1,1,43,0,STTP,Online,1,6,1,1,290
ECL109018,Student,Arts,West,Instagram,1,0,71,1,Webinar,Offline,1,0,2,1,219
ECL109019,Student,Engineering,Central,YouTube,1,1,82,1,Webinar,Online,1,7,3,0,380
ECL109020,Faculty,Arts,South,Instagram,1,1,25,1,Hackathon,Offline,0,6,3,0,91
ECL109021,Faculty,Medical,Central,Instagram,1,0,31,0,Workshop,Online,0,7,3,0,299
ECL109022,Entrepreneur,Science,South,LinkedIn,0,1,48,1,Hackathon,Online,0,0,2,0,411
ECL109023,Entrepreneur,Engineering,Central,Instagram,1,0,37,1,Webinar,Offline,1,1,3,0,319
ECL109024,Professional,Medical,Central,YouTube,0,0,51,1,Conference,Hybrid,0,3,1,1,227
ECL109025,Faculty,Arts,North,ACE Website,1,1,46,1,Hackathon,Online,0,1,1,1,29
ECL109026,Entrepreneur,Commerce,Central,Instagram,0,0,65,0,Workshop,Hybrid,0,3,4,0,241
ECL109027,Entrepreneur,Arts,East,YouTube,1,0,34,1,Conference,Online,0,0,1,0,274
ECL109028,Entrepreneur,Medical,North,Email,1,1,62,1,Workshop,Offline,0,1,1,0,124
ECL109029,Student,Polytechnic,Central,Email,1,1,11,1,Webinar,Offline,0,1,4,1,231
ECL109030,Faculty,Science,Central,YouTube,0,0,2,1,STTP,Hybrid,1,1,5,0,322
ECL109031,Entrepreneur,Law,Central,WhatsApp,1,1,5,1,Hackathon,Hybrid,0,5,5,0,93
ECL109032,Student,Polytechnic,Central,LinkedIn,1,0,9,0,STTP,Hybrid,0,5,1,0,35
ECL109033,Professional,Law,East,LinkedIn,0,1,88,1,STTP,Hybrid,0,4,3,1,274
ECL109034,Faculty,Arts,South,Email,1,1,83,0,Workshop,Online,0,2,4,1,42
ECL109035,Student,Medical,South,YouTube,1,1,55,1,STTP,Offline,0,3,4,0,492
ECL109036,Faculty,Science,Central,Email,0,0,73,0,FDP,Online,0,7,2,0,121
ECL109037,Faculty,Polytechnic,Central,LinkedIn,1,0,42,1,FDP,Offline,0,9,1,1,230
ECL109038,Entrepreneur,Medical,Central,ACE Website,1,0,53,1,Conference,Hybrid,0,9,3,1,332
ECL109039,Professional,Polytechnic,South,Email,1,1,12,0,Hackathon,Online,0,3,4,1,349
ECL109040,Student,Medical,Central,ACE Website,0,1,42,0,Conference,Offline,0,2,1,0,62
ECL109041,Professional,Science,South,YouTube,1,1,36,1,Webinar,Offline,1,0,4,0,478
ECL109042,Entrepreneur,Polytechnic,East,YouTube,0,1,15,1,FDP,Online,0,5,5,0,397
ECL109043,Student,Science,East,LinkedIn,1,1,8,1,Hackathon,Hybrid,0,8,3,0,368
ECL109044,Entrepreneur,Engineering,Central,YouTube,1,0,79,1,Workshop,Offline,0,3,3,1,81
ECL109045,Professional,Science,West,ACE Website,1,0,31,1,Webinar,Online,0,3,2,1,38
ECL109046,Faculty,Engineering,East,YouTube,1,1,7,1,Hackathon,Online,0,4,5,1,465
ECL109047,Faculty,Engineering,South,Instagram,1,1,53,1,Webinar,Hybrid,0,7,2,1,482
ECL109048,Faculty,Polytechnic,Central,Email,1,1,32,1,Workshop,Offline,0,4,4,0,427
ECL109049,Professional,Law,South,LinkedIn,0,1,84,0,STTP,Online,0,9,1,1,458
ECL109050,Entrepreneur,Arts,Central,Email,1,1,88,0,Workshop,Hybrid,0,2,2,0,290
ECL109051,Professional,Polytechnic,East,Instagram,1,0,83,1,Hackathon,Online,0,4,5,1,165
ECL109052,Entrepreneur,Law,West,WhatsApp,1,0,0,1,FDP,Offline,1,6,1,1,356
ECL109053,Entrepreneur,Law,East,YouTube,0,1,55,1,STTP,Hybrid,0,8,5,0,443
ECL109054,Faculty,Polytechnic,South,ACE Website,1,1,64,1,Workshop,Online,0,8,3,0,264
ECL109055,Entrepreneur,Engineering,East,ACE Website,1,1,18,0,Workshop,Offline,0,9,1,1,281
ECL109056,Entrepreneur,Medical,South,ACE Website,1,1,6,1,Conference,Offline,1,6,2,0,55
ECL109057,Entrepreneur,Commerce,West,Email,0,0,65,0,Conference,Hybrid,0,3,2,1,210
ECL109058,Student,Commerce,Central,LinkedIn,1,1,35,1,Workshop,Online,0,9,4,0,399
ECL109059,Professional,Polytechnic,Central,LinkedIn,1,0,72,0,FDP,Hybrid,0,4,3,0,380
ECL109060,Professional,Engineering,South,LinkedIn,1,1,64,1,Conference,Offline,1,6,2,1,358
ECL109061,Faculty,Commerce,Central,Email,1,0,39,1,FDP,Online,1,2,2,0,177
ECL109062,Student,Commerce,West,Email,1,0,15,1,Hackathon,Offline,0,8,4,0,293
ECL109063,Entrepreneur,Polytechnic,West,Email,0,1,24,0,Hackathon,Online,1,9,4,0,155
ECL109064,Entrepreneur,Commerce,North,Email,1,1,66,1,FDP,Online,0,0,4,1,40
ECL109065,Student,Engineering,South,ACE Website,1,1,41,0,STTP,Online,0,3,2,1,476
ECL109066,Professional,Engineering,East,ACE Website,0,0,58,0,FDP,Hybrid,0,7,5,1,498
ECL109067,Professional,Science,North,YouTube,1,1,9,1,Hackathon,Hybrid,0,4,1,1,171
ECL109068,Faculty,Medical,South,YouTube,1,1,25,1,Hackathon,Online,0,2,4,1,138
ECL109069,Student,Law,East,Email,0,0,80,0,STTP,Hybrid,0,8,4,0,279
ECL109070,Student,Law,West,Email,0,1,10,0,FDP,Online,0,7,4,0,399
ECL109071,Entrepreneur,Science,Central,WhatsApp,0,1,72,1,STTP,Offline,1,4,3,0,392
ECL109072,Student,Commerce,Central,LinkedIn,0,1,44,0,STTP,Online,0,4,4,0,483
ECL109073,Student,Law,South,ACE Website,1,1,44,1,FDP,Offline,0,2,5,0,40
ECL109074,Faculty,Medical,North,YouTube,1,1,66,1,Webinar,Hybrid,1,4,1,0,92
ECL109075,Professional,Arts,Central,WhatsApp,1,1,5,0,Webinar,Offline,0,6,3,0,491
ECL109076,Faculty,Commerce,North,Email,1,0,25,0,STTP,Offline,0,9,4,1,161
ECL109077,Entrepreneur,Medical,North,LinkedIn,1,1,58,0,Workshop,Online,0,4,3,0,403
ECL109078,Professional,Commerce,Central,Email,1,1,85,0,Hackathon,Hybrid,1,2,2,0,170
ECL109079,Faculty,Polytechnic,East,ACE Website,0,0,63,0,Webinar,Hybrid,0,7,4,1,137
ECL109080,Entrepreneur,Commerce,East,Email,1,1,45,0,Webinar,Online,0,2,4,0,272
ECL109081,Entrepreneur,Science,East,WhatsApp,1,0,15,0,Workshop,Offline,0,9,4,0,290
ECL109082,Student,Engineering,North,Instagram,0,1,81,0,Webinar,Offline,0,1,1,0,101
ECL109083,Student,Science,South,Instagram,1,0,74,1,Webinar,Offline,0,6,2,0,154
ECL109084,Student,Polytechnic,North,YouTube,0,1,72,1,Hackathon,Offline,1,6,1,0,197
ECL109085,Professional,Arts,South,WhatsApp,1,1,13,1,STTP,Online,1,0,5,1,494
ECL109086,Student,Law,East,Instagram,1,1,61,0,FDP,Online,0,4,3,0,398
ECL109087,Professional,Engineering,Central,WhatsApp,0,0,18,0,FDP,Online,0,2,2,0,202
ECL109088,Student,Arts,South,Instagram,1,1,20,0,STTP,Online,1,6,4,0,367
ECL109089,Student,Science,Central,YouTube,0,0,62,0,STTP,Hybrid,0,5,4,0,52
ECL109090,Faculty,Commerce,East,Instagram,0,1,44,1,FDP,Online,0,9,5,0,16
ECL109091,Professional,Medical,East,Instagram,0,1,42,0,Conference,Online,0,2,5,0,326
ECL109092,Professional,Commerce,East,Instagram,1,1,68,0,FDP,Offline,0,1,2,0,384
ECL109093,Entrepreneur,Science,Central,ACE Website,1,1,32,0,Webinar,Hybrid,1,1,4,1,465
ECL109094,Student,Engineering,Central,LinkedIn,1,0,78,0,Webinar,Offline,0,0,4,0,258
ECL109095,Entrepreneur,Science,Central,Instagram,0,0,46,0,Conference,Online,1,9,2,0,415
ECL109096,Entrepreneur,Medical,North,LinkedIn,0,0,84,0,Webinar,Hybrid,1,1,3,1,122
ECL109097,Faculty,Science,East,YouTube,1,1,75,0,Workshop,Offline,1,5,4,1,278
ECL109098,Entrepreneur,Science,South,ACE Website,1,1,35,0,Hackathon,Online,0,1,4,0,486
ECL109099,Faculty,Commerce,West,WhatsApp,1,0,0,0,Conference,Offline,0,1,1,1,20
ECL109100,Faculty,Commerce,West,LinkedIn,1,0,86,1,FDP,Hybrid,1,4,4,0,489
ECL109101,Faculty,Arts,Central,LinkedIn,1,0,34,1,Conference,Offline,0,2,1,1,439
ECL109102,Student,Arts,Central,Email,1,1,5,0,Hackathon,Online,0,0,5,0,74
ECL109103,Professional,Engineering,South,YouTube,1,0,43,0,Webinar,Offline,1,3,1,0,301
ECL109104,Student,Medical,North,ACE Website,0,0,30,0,STTP,Offline,0,8,2,1,231
ECL109105,Entrepreneur,Polytechnic,East,WhatsApp,0,0,40,0,Conference,Offline,0,7,2,0,174
ECL109106,Student,Arts,West,YouTube,1,0,56,0,Webinar,Hybrid,0,3,2,1,101
ECL109107,Entrepreneur,Science,Central,Instagram,0,1,76,0,Workshop,Offline,0,3,5,1,413
ECL109108,Faculty,Science,North,LinkedIn,0,0,22,0,Workshop,Hybrid,0,3,2,0,377
ECL109109,Entrepreneur,Medical,Central,ACE Website,1,0,74,1,Workshop,Offline,0,4,3,0,111
ECL109110,Professional,Medical,East,WhatsApp,1,1,27,0,Hackathon,Offline,0,2,5,0,178
ECL109111,Student,Polytechnic,North,WhatsApp,1,0,20,0,Conference,Online,1,0,2,1,269
ECL109112,Professional,Law,East,YouTube,1,1,40,0,STTP,Offline,0,7,4,0,188
ECL109113,Professional,Commerce,South,ACE Website,0,1,56,1,Webinar,Offline,1,0,1,0,403
ECL109114,Student,Law,North,WhatsApp,0,0,48,0,Hackathon,Hybrid,0,6,4,0,335
ECL109115,Faculty,Science,West,WhatsApp,0,0,55,1,Workshop,Online,0,7,3,0,415
ECL109116,Professional,Commerce,West,WhatsApp,1,0,74,0,Hackathon,Online,1,8,1,0,172
